FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
RUSTAM;PETROV;MALE;;;;;;;16.05.2017;;;;SU6016;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 226921135;Elite;FB 172590530;Elite;KE 165013025;;;False
SABINA;BELIKOVA;FEMALE;;;;;;;03.05.2017;;;;SU6016;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 946203622;Elite+;KE 60103367;Elite;SU 745816214;False
SVIATOGOR;BYKOV;MALE;;;;;7826643639360649.0;;14.05.2017;;;;SU6016;VKO;LED;HMJOHH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
TATYANA;GLUKHOVA;FEMALE;;;;;;;05.05.2017;;;;SU6016;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 388507650;False
VITALINA;TEREHOVA;FEMALE;;;;;4008465372926516.0;;14.05.2017;;;;SU6016;VKO;LED;UKORIJ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
VLADIMIR;FOKIN;MALE;;;;;;;27.05.2017;;;;SU6016;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 479013191;Elite+;KE 514550885;Basic;SU 444600816;False
VLADIMIR;FOMIN;MALE;;;;;;;30.05.2017;;;;SU6016;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 312671918;;;;;;;False
DANIIL;CHUMAKOV;MALE;;;;FB 563807328;;;02.05.2017;;;;SU6018;VKO;LED;YSTNBV;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Elite;DT 407139492;Elite;FB 563807328;;;Elite;SU 797884067;False
ALIIA;BIRIUKOVA;FEMALE;;;;;1886331480787106.0;;09.05.2017;;;;SU6018;VKO;LED;HRVGIZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANNA;MEDVEDEV;FEMALE;;;;;;;12.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 554556594;;;;;Basic;SU 977315591;False
ARSEN;IVANOV;MALE;;;;;;;03.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 728393556;False
DARYA;LEONTEVA;FEMALE;;;;;;;10.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 249574701;;;False
ESENIJA;VORONOVA;FEMALE;;;;;3578247590271694.0;;30.05.2017;;;;SU6018;VKO;LED;MFLYKS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
FILIPP;ZHILIN;MALE;;;;;;;10.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 31647106;;;False
IAROSLAVA;FEDOTOVA;FEMALE;;;;;;;10.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 869705106;;;Elite;KE 453761735;;;False
MAIIA;SURKOVA;FEMALE;;;;;2831251949222719.0;;31.05.2017;;;;SU6018;VKO;LED;ZSQBXE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
MIROSLAVA;EGOROVA;FEMALE;;;;;;;02.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 145066925;;;;;;;False
NINA;GORLOVA;FEMALE;;;;;;;31.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 579892132;;;;;;;False
RADMIR;GOLOVANOV;MALE;;;;;3346266039523663.0;;23.05.2017;;;;SU6018;VKO;LED;PBPXCC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
REGINA;PARAMONOVA;FEMALE;;;;;;;29.05.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 616054089;;;;;Elite;SU 822339607;False
RINAT;ANANEV;MALE;;;;;;;01.06.2017;;;;SU6018;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 575986785;;;False
VITALINA;KOSAREVA;FEMALE;;;;;9946005859671502.0;;04.05.2017;;;;SU6018;VKO;LED;NQUZQX;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KAMILLA;GALKINA;FEMALE;;;;FB 362142189;;Y;03.05.2017;;05.03.2017;;SU6020;VKO;LED;YGRPHN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;;;Elite+;FB 362142189;;;;;False
EVELINA;LARIONOVA;FEMALE;;;;SU 248642044;;;25.05.2017;;;;SU6020;VKO;LED;YRSTKS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;Basic;FB 525325903;;;Elite+;SU 248642044;False
ANNA;ZAVYALOVA;FEMALE;;;;;;;26.05.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 231387541;Elite;FB 684710771;Elite;KE 855379287;;;False
ARSEN;LATYSHEV;MALE;;;;;8585131091082399.0;;23.05.2017;;;;SU6020;VKO;LED;JTRGJC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 600921006;;;;;;;False
ARTEM;SEMIN;MALE;;;;;4658620806585670.0;;01.06.2017;;;;SU6020;VKO;LED;GFSYHY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EDUARD;ILIN;MALE;;;;;3776893993673111.0;;02.05.2017;;;;SU6020;VKO;LED;VJVLAV;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
GERMAN;USOV;MALE;;;;;;;30.05.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 261251370;Elite;KE 369324836;Elite+;SU 243551311;False
KARINA;NIKIFOROVA;FEMALE;;;;;;;09.05.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 565354716;;;False
KARINA;OKULOVA;FEMALE;;;;;2653573595154232.0;;02.05.2017;;;;SU6020;VKO;LED;WOAGMN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARAT;ELISEEV;MALE;;;;;;;23.05.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 831244065;Basic;FB 507363392;Basic;KE 857592492;Elite;SU 619482257;False
RINAT;MESHKOV;MALE;;;;;;;02.06.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 684758960;;;;;False
RINAT;SHVETSOV;MALE;;;;;7680394765924498.0;;01.06.2017;;;;SU6020;VKO;LED;IYPXPY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RUSTAM;GORELOV;MALE;;;;;4845241262016232.0;;01.06.2017;;;;SU6020;VKO;LED;LIUKRB;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TATYANA;KONDRATEVA;FEMALE;;;;;;;18.05.2017;;;;SU6020;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 648453498;Basic;FB 319805866;Elite+;KE 760746328;Basic;SU 787754557;False
ODISSEI;NAZAROV;MALE;;;;SU 306605813;;;29.05.2017;;;;SU6022;VKO;LED;YGRPMY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;Elite;KE 269710334;Elite+;SU 306605813;False
ALLA;ANOHINA;FEMALE;;;;;;;29.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 447544734;False
ANTONINA;ANTONOVA;FEMALE;;;;;4858532822119655.0;;05.05.2017;;;;SU6022;VKO;LED;GSQCMP;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ANTONINA;PARFENOVA;FEMALE;;;;;9857147437353168.0;;02.05.2017;;;;SU6022;VKO;LED;ZIYTVF;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ARSENIY;UVAROV;MALE;;;;;;;09.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 534243946;;;False
DMITRIY;BOCHAROV;MALE;;;;;8236295401523134.0;;03.05.2017;;;;SU6022;VKO;LED;QEWAXS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EKATERINA;MEDVEDEV;FEMALE;;;;;;;22.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 517955380;;;False
JULIANA;OSTROVSKAYA;FEMALE;;;;;;;15.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 851530926;;;;;False
LEV;DUBININ;MALE;;;;;;;16.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 381546091;;;Basic;KE 272082821;Elite+;SU 925707108;False
MILANA;ARTAMONOVA;FEMALE;;;;;;;04.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 915362780;;;;;;;False
MIROSLAVA;LAPTEV;FEMALE;;;;;9000169512483374.0;;23.05.2017;;;;SU6022;VKO;LED;VWXWFZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ROBERT;MURATOV;MALE;;;;;;;09.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 315323752;;;;;;;False
TIMOFEI;KISELEV;MALE;;;;;5494557604187558.0;;31.05.2017;;;;SU6022;VKO;LED;GZSAUW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 617476922;Elite;FB 684329549;;;Basic;SU 167898330;False
VADIM;SURKOV;MALE;;;;;;;02.06.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 836120909;;;;;;;False
VIOLETTA;KORNEEVA;FEMALE;;;;;1002320419122597.0;;21.05.2017;;;;SU6022;VKO;LED;VIINCA;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
VYACHESLAV;VLADIMIROV;MALE;;;;;;;02.05.2017;;;;SU6022;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 891845744;;;;;False
KONSTANTIN;MARKELOV;MALE;;;;DT 665802190;;Y;05.05.2017;;05.05.2017;;SU6024;VKO;LED;YFLXXU;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite+;DT 665802190;;;;;;;False
ELVIRA;KOCHERGINA;FEMALE;;;;FB 319887348;;Y;19.05.2017;;;;SU6024;VKO;LED;YGRPPC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;;;Elite+;FB 319887348;Elite;KE 400335329;Elite+;SU 356661813;False
ADELINA;MATVEEVA;FEMALE;;;;;2553890794640298.0;;03.05.2017;;;;SU6024;VKO;LED;KMLYDQ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANDREY;SUSLOV;MALE;;;;;;;04.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ARTEMIY;SHUVALOV;MALE;;;;;4200430664514795.0;;05.05.2017;;;;SU6024;VKO;LED;UEEGXK;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
BORIS;ANANEV;MALE;;;;;6265908847394781.0;;01.06.2017;;;;SU6024;VKO;LED;WDKXAR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ELIZAVETA;NAUMOVA;FEMALE;;;;;;;16.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 589219640;;;False
GERMAN;SHULGIN;MALE;;;;;6630292706249163.0;;02.05.2017;;;;SU6024;VKO;LED;GANBPB;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
GREGORY;SUHOV;MALE;;;;;;;03.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 184721103;;;;;False
IANA;DEGTIAREVA;FEMALE;;;;;;;31.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 135206605;False
INNA;BABUSHKINA;FEMALE;;;;;;;26.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 832750247;Elite;KE 323194621;Elite;SU 713680991;False
JULIANA;SHVETCOVA;FEMALE;;;;;;;23.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 397766278;;;False
LEV;PANKRATOV;MALE;;;;;5837368978953056.0;;01.06.2017;;;;SU6024;VKO;LED;TXSQCG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARK;KOROVIN;MALE;;;;;934886591923738.0;;19.05.2017;;;;SU6024;VKO;LED;EAWRBK;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
MAXIM;VDOVIN;MALE;;;;;8030404834968593.0;;02.05.2017;;;;SU6024;VKO;LED;ORZPTQ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MIROSLAVA;BULGAKOV;FEMALE;;;;;;;15.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 733910434;;;;;;;False
NADEZHDA;BALASHOVA;FEMALE;;;;;;;05.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 239177343;;;;;Basic;SU 243475841;False
NIKITA;SAVITSKIY;MALE;;;;;8547927177457095.0;;01.06.2017;;;;SU6024;VKO;LED;CAURUR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VADIM;POLIKARPOV;MALE;;;;;7465277065306972.0;;03.05.2017;;;;SU6024;VKO;LED;OAANDI;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VIKTORIIA;FEDOSEEVA;FEMALE;;;;;;;18.05.2017;;;;SU6024;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 297799490;;;False
VYACHESLAV;KUZNETCOV;MALE;;;;;5240866163651888.0;;04.05.2017;;;;SU6024;VKO;LED;JJDEOH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ROSTISLAV;KONDRASHOV;MALE;;;;FB 805508201;;;10.05.2017;;;;SU6026;VKO;LED;YFLXDS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;;;Basic;FB 805508201;Elite+;KE 851077061;Elite+;SU 878330822;False
ALBINA;KORNEVA;FEMALE;;;;SU 156902693;;;13.05.2017;;;;SU6026;VKO;LED;YRSTMS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;Elite+;FB 689741683;Elite+;KE 468817688;Elite+;SU 156902693;False
NATALIIA;KOROVINA;FEMALE;;;;SU 32789870;;Y;29.05.2017;;;;SU6026;VKO;LED;YGRPFI;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Basic;SU 32789870;False
ALEXANDRA;KRAVTCOVA;FEMALE;;;;;;;30.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 104240437;;;;;;;False
ARINA;ZAITSEVA;FEMALE;;;;;;;09.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 553415820;Elite;FB 209385673;Basic;KE 680871290;Basic;SU 207209158;False
DAMIR;DEGTIAREV;MALE;;;;;;;04.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 515436135;;;False
ELENA;VDOVINA;FEMALE;;;;;;;10.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 935361453;;;;;False
GERMAN;MAKAROV;MALE;;;;;7265049663298641.0;;02.05.2017;;;;SU6026;VKO;LED;YREXOG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ILDAR;TKACHEV;MALE;;;;;5839660511414739.0;;13.05.2017;;;;SU6026;VKO;LED;KKJAUV;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ILYA;KOROVIN;MALE;;;;;6526712009042425.0;;02.06.2017;;;;SU6026;VKO;LED;MTSNJJ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KAMILLA;EZHOVA;FEMALE;;;;;;;16.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 789557839;;;;;;;False
KIRA;SUVOROVA;FEMALE;;;;;6892682264874155.0;;01.06.2017;;;;SU6026;VKO;LED;JOCMPO;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KONSTANTIN;KRJUCHKOV;MALE;;;;;;;10.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 45043045;;;;;;;False
LIDIJA;DUBOVA;FEMALE;;;;;;;19.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 275287037;Elite+;FB 563351810;Elite+;KE 955031734;;;False
LILIYA;FILIPPOVA;FEMALE;;;;;2950618864396501.0;;01.06.2017;;;;SU6026;VKO;LED;OILWEI;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
LYDIA;SUBBOTINA;FEMALE;;;;;487090644595660.0;;02.05.2017;;;;SU6026;VKO;LED;BLVTSZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARAT;KUZMIN;MALE;;;;;3003344825858586.0;;21.05.2017;;;;SU6026;VKO;LED;CPIOUT;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SAVELIJ;KOVALEV;MALE;;;;;;;19.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 401908289;Basic;FB 67023744;Elite;KE 532060313;;;False
SNEZHANA;POLJAKOVA;FEMALE;;;;;325922062254779.0;;15.05.2017;;;;SU6026;VKO;LED;GKRYMP;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 9733490;;;False
SVIATOSLAV;SAFONOV;MALE;;;;;;;31.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 420690861;Elite+;SU 672411118;False
TAMARA;FILATOVA;FEMALE;;;;;4955565554768464.0;;23.05.2017;;;;SU6026;VKO;LED;DXLUCG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
VIKTORIIA;TITOVA;FEMALE;;;;;;;19.05.2017;;;;SU6026;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 867211371;Basic;FB 806800214;Elite;KE 952589007;;;False
NELLI;CHISTIAKOVA;FEMALE;;;;KE 161762283;;;18.05.2017;;;;SU6028;VKO;LED;YGRPZR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Korean Air SKYPASS;Elite;DT 205078479;;;Basic;KE 161762283;Elite+;SU 530130238;False
ADELINA;STARIKOVA;FEMALE;;;;;;;09.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 328724538;;;;;;;False
ALBINA;ZHDANOVA;FEMALE;;;;;5317008336909747.0;;02.06.2017;;;;SU6028;VKO;LED;ORZJNO;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ALINA;GOROKHOVA;FEMALE;;;;;;;18.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 294045643;False
ANGELINA;ZUBKOVA;FEMALE;;;;;2922656240555789.0;;25.05.2017;;;;SU6028;VKO;LED;BJIQAD;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 569454990;Basic;FB 707641081;;;Elite+;SU 785996726;False
ANTON;FOKIN;MALE;;;;;4579538919837889.0;;03.05.2017;;;;SU6028;VKO;LED;UNCURT;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANTON;GALKIN;MALE;;;;;5643810580180336.0;;01.06.2017;;;;SU6028;VKO;LED;HAFMCZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
BOGDAN;KOSHELEV;MALE;;;;;;;13.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 313741054;;;;;False
BOGDAN;KOSHELEV;MALE;;;;;;;08.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 313741054;;;;;False
EVA;MURATOVA;FEMALE;;;;;;;29.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 581796869;;;Elite;KE 596448909;;;False
JULIANA;SHVETCOVA;FEMALE;;;;;;;03.05.2017;;;;SU6028;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 397766278;;;False
STEPAN;VLADIMIROV;MALE;;;;;2783432362185432.0;;15.05.2017;;;;SU6028;VKO;LED;HXVZPA;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
STEPAN;VLADIMIROV;MALE;;;;;5653345836495218.0;;15.05.2017;;;;SU6028;VKO;LED;FMHSGR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
TAISIJA;RUDAKOVA;FEMALE;;;;;9870150003039512.0;;03.05.2017;;;;SU6028;VKO;LED;UOGWWD;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VIOLETTA;USPENSKAYA;FEMALE;;;;;1357007578591879.0;;08.05.2017;;;;SU6028;VKO;LED;ZHTYXD;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
